"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Morris Park","New York","NY","New York-Newark-Jersey City","Bronx County",147,144900,149900,149950,149900,149900,139999,134999,134999,139999,128000,144499.5,149499.5,127000,125000,125000,126950,128000,144000,129500,125000,120450,120000,135000,125000,120000,117000,117950,119950,122950,129000,116000,116000,122000,124500,120000,124999.5,125000,120000,125000,125000,115000,115000,115000,115000,115000,115000,115000,115000,115999,119000,118997.5,119975,125000,120987.5,124500,121500,125000,125900,129900,115900,115900,117450,129000,135000,136000,135000,131500,135000,130750,125000,124950,119000,124900,117500,117500,124999,119000,123949.5,127000,130000,128000,148000,149000,139000,125000,126249.5,130000,134500,134000,134500,135000,135000,135000,139000,139450,139000,139999,139000,139999,139999,139999,142999,139999.5,145000,150000,147000
"Mayfair","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",148,120950,129000,129000,129900,124950,124900,124900,124900,127400,125000,125000,124900,120125,119950,124900,119900,124850,122000,119250,117000,119900,116750,116750,116000,114950,114900,114949.5,114900,114900,114000,114900,114449,109950,109900,112450,114899,110000,110000,112000,110000,109900,110000,112400,112900,109900,109900,109900,109900,109000,109450,108500,107500,108100,110000,113500,114900,110000,118950,115000,110000,114950,114900,115000,114900,114900,114949.5,115000,115000,119000,119950,119000,115000,116500,114950,118500,110000,118500,119900,119000,115000,116000,116000,116000,116000,119450,119450,115000,119900,122750,128750,129000,125000,124900,127500,125900,125000,119900,119900,127000,129945,134450,135900,139000,145000,139949.5,135000
"Chatsworth","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,315000,309000,315000,315000,310000,309000,311950,323900,319925,285000,292000,329500,335000,339000,339000,325000,327600,325000,327000,344000,349500,362500,360000,359900,360000,359750,369475,369000,365000,350000,368900,369475,384860.5,387000,379475,369000,359000,369000,377450,379950,384900,399000,399000,399450,399000,399000,392499.5,399000,399900,399450,399450,399999.5,415000
"Saugus","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",150,275000,280000,279000,275000,275000,272500,269850,274950,270000,270000,269900,270000,270000,260000,259650,259000,254900,245000,240000,239900,239950,240000,244900,242450,239900,239900,239900,239450,239000,244900,240000,242700,240950,240000,229925,235000,254888.5,250000,250000,244950,249900,269925,280000,289250,295000,299900,304750,320000,310000,309000,3e+05,315500,325000,322500,340950,343348.5,349900,346900,340000,343400,344900,349000,348900,350000,350000,349900,379900,372495,365000,369000,349999,349999,350000,365000,368000,355000,359450,362450,359999,364450,367500,363750,369900,359900,350000,352950,349450,369900,379000,359000,360000,382000,395000,392000,384888,399450,398750,390000,399900,409950,409900,418450,407000,420000,449900,449974.5
"Central","North Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,55449.5,55900,55999,62500,59000,65000,60000,64900,60000,60000,61800,60000,65000,67000,66450,69450,68500,67900,65000,66000,65000,69950,74900,74950,70000,70000,74000,76950,85000,85500,87000,87000,85000,84500,87000,85000,89900,79900,85000,86999.5,82500,80000,89450,84250,81000,87000,89450,79900,92200,94999.5,94900,95000,99000,1e+05,103900,104990,101450,99700,95000,94500,93000,93000,105000,105000,105000,99950,105000,98200,97500,98500,105000,99900,99000,114000,115000,115000,119900,115000,115000,115000
"Wolf Creek","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116500,115000,124769,120450,115500,118000,122360,129900,127220,126540,133000,129450,135200,132500,138000,135200,125500,133850,149925,140000,141000,142450,148000,147625,147400
"Gateway - Green Valley Ranch","Denver","CO","Denver-Aurora-Lakewood","Denver County",153,145000,145000,145000,144900,144900,145000,139900,139950,143997.5,144000,140000,137000,137500,134350,130000,129900,129900,130000,130000,134900,134900,134900,130000,130000,135000,135000,140000,135000,139950,140000,140000,145000,149000,149000,149000,149000,149000,158000,159499.5,155000,165375,165000,172950,180000,180000,185000,184950,189000,184945,189700,185000,189900,190000,195000,194900,199900,199450,196450,199950,188700,199900,210000,217000,214900,215000,227750,227500,235000,235000,235000,234900,242100,247450,239950,249450,249900,249900,254999.5,265000,266875,270000,270000,269000,262450,264900,267000,265000,270000,267279,284950,279900,280000,283500,285000,291000,293250,298730,3e+05,3e+05,309000,310000,310000,310000,315300,315602.5,315000
"Southwest","Reno","NV","Reno","Washoe County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,175000,179900,187000,179000,179000,195000,199000,199500,199250,199000,199250,199000,199900,209000,210000,215000,230000,245000,229900,229000,229000,248000,249900,249950,248000
"Southwest Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132400,129500,132400,146750,160000,162450,165000,157000,155000,157450,150000,154900,150000,164950,162000,160000,165000,165000,154950,159900,159900,154950,150000,174900,172450,165000,159900,174900,185000,174000,170000,176500
"Rancho Charleston","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,84950,87000,84900,92925,94800,94500,93250,94999.5,92000,92000,92000,91000,98000,1e+05,95000,93027.5,89900,94277.5,95000,95450,94500,93000,99400,95000,90900,93000,93950,95000,110000,115000,117900,117950,124900,128312.5,134900,135000,130000,126600,127200,129900,129900,119950,134949.5,139500,144400,149310,145000,143800,147450,149000,150000,160000,165000,150000,149888.5,145000,149342,174900
"Overbrook","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",157,1e+05,105900,105900,109900,99950,110000,110000,117500,120000,115000,115000,114950,114950,115000,110000,110000,109900,105000,1e+05,99900,95900,95900,95450,89450,94945,89000,89450,97000,99000,89000,95000,88750,95000,89450,92500,89950,89900,95000,94900,89900,90000,96450,98950,99000,97450,94500,94900,94500,92200,89700,88000,85449.5,98250,98250,85000,84950,85000,95000,94950,98700,95000,97900,99000,89950,99000,99900,99900,99900,109900,105000,105000,106000,100500,99950,99900,95000,99949.5,99999.5,109450,109900,105000,104950,99900,100950,1e+05,96000,97750,1e+05,110000,107000,105000,104900,105000,105000,105000,1e+05,110999,110000,110000,107200,99995,106500,116500,116500,110000,115000
"Montbello","Denver","CO","Denver-Aurora-Lakewood","Denver County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232000,243450,245000,245000,244950,259950,260000,260000,260000,265000,267000,269950,274950,279900,270000,270000,279890,295000,289000,285000,282500,287500,290000,290000,299000,299000,308000,310000,310000,309450,309450
"Cobbs Creek","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",159,80000,79000,79000,79900,79000,77900,79900,79900,75000,81000,80000,79900,75900,75000,75000,74499,70000,73699.5,69450,66250,65000,69450,65900,65000,65000,64000,65000,65000,64900,60500,59999.5,59995,65000,63400,59997,56950,50000,54900,54900,60000,60000,61500,60750,63000,64900,64450,69000,69900,69900,73700,74900,70950,73000,69900,69900,74000,74000,73200,73500,70000,69900,69000,69900,69700,69000,64950,69900,65000,68000,66400,65000,64950,65400,65200,64500,65000,65900,65000,65000,65000,64900,64950,65000,65000,65000,69000,69450,69000,78000,78000,78375,78000,75000,78000,75000,72900,71625,69950,72000,71000,79000,79900,79450,84900,84900,90000
"Hyde Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",160,209900,219000,226452.5,230000,220000,225250,227700,239450,231235,229900,239000,238250,230000,229900,226700,219000,229000,229000,218500,219000,218000,205000,219900,212000,229000,229500,225000,221000,229450,235000,222450,223450,225000,229000,249900,259000,249900,252450,266675,279000,289900,295000,299900,299000,299900,299900,298450,299000,299000,292000,299000,315000,320000,319450,339900,344950,329000,315000,315000,322500,335000,335000,317000,339000,335000,339900,355000,368450,350000,349000,340000,349900,357500,340000,368600,365000,359900,359450,375000,374500,369998.5,370000,361500,375000,377450,385000,390000,390000,420000,420000,419550,419100,425000,409900,407450,420000,417500,439900,439900,444400,449000,452500,455000,449000,447300,449000
"Shelby Forest-Frayser","Memphis","TN","Memphis","Shelby County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500,22000,23900,24700,24700,22000,24000,22500,22250,21250,22500,24900,25000,25000,25499,25000,25000,25900,25000,22900,25950,28000,27700,24900,24900,25000,24990,25800,25000,29250,28700,28900,30000,29900,32000,32000,33000,34900,34925,36475,35950,36949.5,35500,34000,34900,30493,34900,31900,31900,31900,33900,34000,33927,34500,33900,34103.5,36900,37900,39000,37500
"Central Islip","Islip","NY","New York-Newark-Jersey City","Suffolk County",162,214777,209000,2e+05,204000,2e+05,2e+05,199990,199990,199000,190000,189000,180000,189000,185000,185000,185000,185000,189000,189000,189990,185000,185000,180000,180000,181000,179900,179990,179000,170000,179000,179000,179000,175000,175000,178000,178000,175000,182450,189995,190000,199000,195000,190000,190000,199000,198000,190000,194995,199000,195000,199000,219000,210000,221000,219999.5,219000,220000,217500,228250,219999,219000,212020.5,212450,220000,229900,222000,230000,229990,229000,229000,228000,219900,219950,219999.5,229000,229000,227900,239000,239000,232500,239000,239000,239000,239000,239500,229999,233500,240957.5,246250,249011,249999,260000,274000,270000,269995,275000,279000,274500,274000,279000,279999,280000,280000,280000,285000,289000
"East Las Vegas","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106300,98500,96500,104900,105950,106500,109950,115000,112000,110000,110000,115800,123750,130000,137850,139999.5,140000,144949.5,145000,150000,145000,150600,149000,146500,142450,149000,150000,141350,150000,157000,165000
"Whitney","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",164,84800,82900,80000,80000,79900,80000,78900,81450,79900,78072.5,76500,74900,75000,74900,73000,73721,71168,68888,65999,65000,65000,66250,65000,64888,64000,64900,64950,65000,65500,69400,69900,69900,70000,71000,70000,70000,72500,70000,72000,70000,72500,75000,73000,79900,75000,75000,79900,89900,82000,89900,90000,90000,97000,92000,86900,99900,99000,99000,99000,1e+05,108000,110000,110000,113500,116000,112750,110950,115000,115000,118000,119900,119900,125000,130000,130000,130000,130500,134380,130900,134900,129900,135500,135000,139900,140000,142999,144999,149500,149800,149999,157000,159500,157750,151400,153900,156500,164900,165000,174900,175000,179439,178888,175000,170000,178700,177500
"Fort Bend - Houston","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",165,74900,79500,75600,75000,78700,75000,79000,79900,79900,77200,77200,75000,75000,75000,69900,69900,69900,69900,70000,72000,72000,72000,69900,65250,67750,65000,61950,64900,64900,64900,69500,74900,69700,67900,69250,67900,65000,69250,69900,69900,70000,69975,70000,70000,72900,75900,77500,79945,79945,79995,79800,76628,74900,76450,79450,79900,81950,79100,77083,79900,84000,84950,83300,83300,84000,85250,84450,85000,85860,85000,87900,90000,94900,98500,98500,105000,110000,109000,110000,110000,110000,110000,112000,112000,114900,115000,114000,116500,115000,118250,119970,119900,121000,119990,122000,120995,124500,124700,125000,125000,125000,127900,128900,128450,126500,128000
"Huntington Station","Huntington","NY","New York-Newark-Jersey City","Suffolk County",166,269000,260000,254500,265000,259499.5,259000,259000,259000,259000,229997.5,236500,225000,220000,219000,219999.5,224000,224888,229900,229000,225000,225000,229999,229000,234900,224500,224750,224500,229000,229000,229000,229500,234900,219977,219000,225000,219500,203000,208000,208000,210000,225000,222000,225000,225000,222495,222500,219500,225000,225000,225000,222500,227000,239500,242250,230000,229999,229999.5,239999,229250,229000,234900,244900,249000,245000,249900,249000,247000,247000,235000,229000,239000,237000,234000,229000,226950,225000,240000,250000,254500,259450,265000,264950,259900,254294,262499.5,265000,262500,269977,259900,259900,262450,259900,260357,259900,256619,272438.5,274900,277900,275000,279000,289000,291450,289000,295000,287102,289000
"Berclair-Highland Heights","Memphis","TN","Memphis","Shelby County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,30000,28400,28500,28000,29900,29000,27500,28500,29900,29950,29900,33785,32585,31500,29250,29500,29900,29250,30000,32000,35500,35500,32900,31000,31000,29000,32000,32250,31750,32000,34900,35000,35375,37500,38500,40000,40100,42000,42000,39950,39000,39450,39500,37000,37000,35450,38140,36820,35000,36146.5,39090,43700,44900,41900,44250,43520,42108,39975,40000
"Old Brooklyn","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",168,69900,69150,69900,69900,69900,69900,69900,69900,69000,64900,63510,62700,59900,57900,54950,54900,59500,59900,59900,60000,59900,57900,53000,50000,50000,50000,50000,54243.5,53900,50000,54400,55000,49999.5,53900,50000,49900,49900,47950,45900,47700,49949.5,54900,54900,54900,52900,49900,50450,53900,54900,54900,57250,59900,59900,59000,57750,59900,58000,59900,59250,59500,59700,58900,54900,54900,56900,59900,57250,59900,58900,59068.5,59900,58500,59900,55000,59900,59900,59900,61700,64950,64900,64900,64900,66900,68000,64900,64400,65450,65900,68450,69900,69900,65624,67900,69900,69900,69050,69000,72500,74900,72500,77000,75000,76000,81950,81450,81450
"Little Woods","New Orleans","LA","New Orleans-Metairie","Orleans Parish",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500,76750,80000,85000,85000,88500,82000,82450,85000,85000,84900,85000,85000,80000,79900,80000,89900,80000
"Bay Terraces","San Diego","CA","San Diego-Carlsbad","San Diego County",170,208950,230500,232950,225625,220000,220000,225000,229000,220000,228000,225000,214900,210000,210000,214950,220000,223250,220000,224900,218950,210950,215511,217511,215000,198000,211900,209000,189450,219438,219500,2e+05,210000,215000,199900,199900,199900,219000,210000,2e+05,219500,220000,249000,250000,250000,252000,250000,253500,267450,278250,279000,279000,287450,269000,269000,266000,268499.5,285000,297450,295000,295000,292400,299000,265000,289000,299000,299450,339450,325000,299000,295000,310000,330000,294990,325000,335000,319500,320000,305000,317500,315000,337400,349000,326950,339900,337400,349900,349000,344450,354900,339450,354900,364900,365000,365000,360000,362500,375000,365000,370000,379900,382500,399000,412450,379900,387000,385000
"Westwood","Cincinnati","OH","Cincinnati","Hamilton County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,64900,59900,59900,59900,59900,59900,58700,56900,57900,59950,63750,59900,59900,59900,59900,58000,59450,56100,54900,54900,54900,52000,55800,55900,59900,64900,66500,64900,60000,64450,64900,59900,58950,64900,69600,69900,65000,65000,74900,69900,69900,69977,69950,69900,69900,69900,69900,69450,59900,67750,67542,69950,67900,74900,75000,75000,68500,74500,72870,77900,74950,74900
"Makiki-Lower Punchbowl-Tantalus","Honolulu","HI","Urban Honolulu","Honolulu County",172,259975,260000,265000,265000,265000,264000,255000,249500,249500,250000,255000,248000,245000,237500,249900,250000,248500,247500,247000,250000,259000,276500,269000,279000,280000,269000,278650,259900,280000,272500,279150,282150,267400,278650,268700,279000,280000,279500,278650,272500,269000,270000,285000,272250,266500,266500,271500,275000,290000,275000,295000,295000,289450,285000,285000,275000,269000,269000,265000,265000,287000,277150,275000,289999.5,285000,295000,295000,298000,295000,289000,310000,320000,320000,309500,322500,338000,326750,319000,317000,310000,312500,308000,305000,3e+05,315000,329000,339000,330000,315000,319000,320000,330000,338500,335000,339000,339000,330000,325000,322500,320000,320000,325000,330000,335000,324500,330000
"Aliamanu-Salt Lake-Foster Village","Honolulu","HI","Urban Honolulu","Honolulu County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320000,320000,299000,304000,317000,308000,309000,295000,288000,295000,298000,299000,302450,319000,317000,327000,330000,322500,327500,332500,335000,340000,349000,330000,345000,339000,340000,347500,350000,359500,375000,379900,375000,372500,370000,350000,350000,359000,366500,368000,359000,359500,365000,349500,357500
"Eastside-ENACT","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",174,166000,156000,150000,149950,149950,149700,149000,149900,149000,139990,140000,139950,134950,126750,129700,124900,117250,115000,114900,120000,114900,114900,116500,109900,115000,114900,114500,123480,119900,115000,115000,115000,109925,109000,109000,109900,109900,114950,120000,123072,125000,123072,120000,119000,127000,139950,135975,135000,130500,135000,130000,139250,149450,149950,150000,151500,149950,144950,151000,144975,145000,145000,143975,144925,150000,159000,154999.5,168950,169000,164950,164950,165000,159950,165750,179000,187000,189950,194950,199950,199500,199977,205000,199999.5,204950,199992.5,199972.5,199955,208413,219900,220706.5,225000,219900,224700,225000,225000,225000,229972.5,232450,244950,239950,249950,249950,249950,250000,259975,264975
"Poly High District","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405000,429900,429900,390000,401875,412500,415000,425000,427500,399000,399000,410000
"Briarwood","New York","NY","New York-Newark-Jersey City","Queens County",176,162500,179888,185000,185000,179900,169000,179000,159900,169900,185000,189000,169450,165000,155000,158000,149990,152000,162000,164900,164900,169000,169000,169444,165000,159900,160000,161000,168999,168000,159000,155000,159000,155000,155000,152000,149000,149000,158888,149000,159000,159000,168888,165000,160000,168888,168888,159000,159000,159000,159000,168444,179000,179000,179000,179000,179000,189000,189000,189000,189000,189900,190000,189000,188000,189000,194700,189900,189893,189900,194250,189450,194750,182444,188888,190944,2e+05,201000,205000,200150,203000,207000,205000,2e+05,192500,187500,199000,198000,199000,197000,210000,210000,212000,213500,212500,207500,220000,215000,210000,210000,210000,208500,210000,210000,215000,219000,210000
